ID,Name,Sex,Age,Height,Weight,Team,Year,Sport,Event,Medal
153,Michelle Elizabeth Coleman,F,22,186,74,Sweden,2016,Swimming,Swimming Women's 200 metres Freestyle,NA
153,Michelle Elizabeth Coleman,F,22,186,74,Sweden,2016,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,NA
153,Michelle Elizabeth Coleman,F,22,186,74,Sweden,2016,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,NA
153,Michelle Elizabeth Coleman,F,22,186,74,Sweden,2016,Swimming,Swimming Women's 4 x 100 metres Medley Relay,NA
154,Jhennifer Alves da Conceio,F,19,162,53,Brazil,2016,Swimming,Swimming Women's 4 x 100 metres Medley Relay,NA
155,Santo Condorelli,M,21,188,88,Canada,2016,Swimming,Swimming Men's 50 metres Freestyle,NA
155,Santo Condorelli,M,21,188,88,Canada,2016,Swimming,Swimming Men's 100 metres Freestyle,NA
155,Santo Condorelli,M,21,188,88,Canada,2016,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,NA
155,Santo Condorelli,M,21,188,88,Canada,2016,Swimming,Swimming Men's 100 metres Butterfly,NA
156,"John ""Jack"" Conger",M,21,193,80,United States,2016,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Gold
157,Tamsin Cook,F,17,170,61,Australia,2016,Swimming,Swimming Women's 400 metres Freestyle,NA
157,Tamsin Cook,F,17,170,61,Australia,2016,Swimming,Swimming Women's 800 metres Freestyle,NA
157,Tamsin Cook,F,17,170,61,Australia,2016,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,Silver
158,Kevin Cordes,M,22,196,88,United States,2016,Swimming,Swimming Men's 100 metres Breaststroke,NA
158,Kevin Cordes,M,22,196,88,United States,2016,Swimming,Swimming Men's 200 metres Breaststroke,NA
158,Kevin Cordes,M,22,196,88,United States,2016,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Gold
159,Melania Felicitas Costa Schmid,F,27,180,69,Spain,2016,Swimming,Swimming Women's 200 metres Freestyle,NA
159,Melania Felicitas Costa Schmid,F,27,180,69,Spain,2016,Swimming,Swimming Women's 400 metres Freestyle,NA
159,Melania Felicitas Costa Schmid,F,27,180,69,Spain,2016,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,NA
159,Melania Felicitas Costa Schmid,F,27,180,69,Spain,2016,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,NA
160,Alin Coste,M,24,201,95,Romania,2016,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,NA
161,Alicia Jayne Coutts,F,28,176,69,Australia,2016,Swimming,Swimming Women's 200 metres Individual Medley,NA
162,Kirsty Leigh Coventry (-Seward),F,32,176,64,Zimbabwe,2016,Swimming,Swimming Women's 100 metres Backstroke,NA
162,Kirsty Leigh Coventry (-Seward),F,32,176,64,Zimbabwe,2016,Swimming,Swimming Women's 200 metres Backstroke,NA
163,Edgar Roberto Crespo Echeverra,M,27,170,60,Panama,2016,Swimming,Swimming Men's 100 metres Breaststroke,NA
164,Anja Crevar,F,16,164,49,Serbia,2016,Swimming,Swimming Women's 200 metres Individual Medley,NA
164,Anja Crevar,F,16,164,49,Serbia,2016,Swimming,Swimming Women's 400 metres Individual Medley,NA
165,Louis Croenen,M,22,186,79,Belgium,2016,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,NA
165,Louis Croenen,M,22,186,79,Belgium,2016,Swimming,Swimming Men's 200 metres Butterfly,NA
166,Jarred Crous,M,20,187,84,South Africa,2016,Swimming,Swimming Men's 200 metres Breaststroke,NA
167,"Lszl Cseh, Jr.",M,30,188,83,Hungary,2016,Swimming,Swimming Men's 100 metres Butterfly,Silver
167,"Lszl Cseh, Jr.",M,30,188,83,Hungary,2016,Swimming,Swimming Men's 200 metres Butterfly,NA
168,Ana Marcela Jesus Soares da Cunha,F,24,165,66,Brazil,2016,Swimming,Swimming Women's 10 kilometres Open Water,NA
169,Konrad Czerniak,M,27,193,78,Poland,2016,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,NA
169,Konrad Czerniak,M,27,193,78,Poland,2016,Swimming,Swimming Men's 100 metres Butterfly,NA
169,Konrad Czerniak,M,27,193,78,Poland,2016,Swimming,Swimming Men's 4 x 100 metres Medley Relay,NA
170,Andrea Mitchell D'Arrigo,M,21,194,85,Italy,2016,Swimming,Swimming Men's 200 metres Freestyle,NA
170,Andrea Mitchell D'Arrigo,M,21,194,85,Italy,2016,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,NA
171,Duane Da Rocha Marc,F,28,180,60,Spain,2016,Swimming,Swimming Women's 100 metres Backstroke,NA
171,Duane Da Rocha Marc,F,28,180,60,Spain,2016,Swimming,Swimming Women's 200 metres Backstroke,NA
172,Sren Dahl,M,23,193,86,Denmark,2016,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,NA
173,Thibaut Amani Danho,M,22,185,82,Cote d'Ivoire,2016,Swimming,Swimming Men's 100 metres Freestyle,NA
174,Debra Daniel,F,25,153,68,Federated States of Micronesia,2016,Swimming,Swimming Women's 50 metres Freestyle,NA
175,"Mackenzie ""Mack"" Darragh",M,22,185,79,Canada,2016,Swimming,Swimming Men's 4 x 100 metres Medley Relay,NA
176,Ana Iulia Dascl,F,13,183,60,Romania,2016,Swimming,Swimming Women's 100 metres Freestyle,NA
177,Georgia Beth Davies,F,25,175,64,Great Britain,2016,Swimming,Swimming Women's 100 metres Backstroke,NA
177,Georgia Beth Davies,F,25,175,64,Great Britain,2016,Swimming,Swimming Women's 4 x 100 metres Medley Relay,NA
178,Leonardo Gomes de Deus,M,25,175,70,Brazil,2016,Swimming,Swimming Men's 200 metres Backstroke,NA
178,Leonardo Gomes de Deus,M,25,175,70,Brazil,2016,Swimming,Swimming Men's 200 metres Butterfly,NA
179,Joo Bevilaqua de Lucca,M,26,193,96,Brazil,2016,Swimming,Swimming Men's 200 metres Freestyle,NA
179,Joo Bevilaqua de Lucca,M,26,193,96,Brazil,2016,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,NA
179,Joo Bevilaqua de Lucca,M,26,193,96,Brazil,2016,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,NA
180,Natalia de Luccas,F,19,167,63,Brazil,2016,Swimming,Swimming Women's 4 x 100 metres Medley Relay,NA
181,Martina De Memme,F,24,175,65,Italy,2016,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,NA
182,Daynara Lopes Ferreira de Paula,F,27,163,55,Brazil,2016,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,NA
182,Daynara Lopes Ferreira de Paula,F,27,163,55,Brazil,2016,Swimming,Swimming Women's 100 metres Butterfly,NA
182,Daynara Lopes Ferreira de Paula,F,27,163,55,Brazil,2016,Swimming,Swimming Women's 4 x 100 metres Medley Relay,NA
183,Fanny Deberghes,F,22,170,65,France,2016,Swimming,Swimming Women's 4 x 100 metres Medley Relay,NA
184,Steffen Deibler,M,29,186,81,Germany,2016,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,NA
184,Steffen Deibler,M,29,186,81,Germany,2016,Swimming,Swimming Men's 100 metres Butterfly,NA
184,Steffen Deibler,M,29,186,81,Germany,2016,Swimming,Swimming Men's 4 x 100 metres Medley Relay,NA
185,Inge Dekker,F,30,183,67,Netherlands,2016,Swimming,Swimming Women's 50 metres Freestyle,NA
185,Inge Dekker,F,30,183,67,Netherlands,2016,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,NA
186,Dieter Dekoninck,M,25,190,85,Belgium,2016,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,NA
186,Dieter Dekoninck,M,25,190,85,Belgium,2016,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,NA
187,Jrmy Desplanches,M,21,189,72,Switzerland,2016,Swimming,Swimming Men's 200 metres Individual Medley,NA
187,Jrmy Desplanches,M,21,189,72,Switzerland,2016,Swimming,Swimming Men's 400 metres Individual Medley,NA
188,Gabriele Detti,M,21,184,79,Italy,2016,Swimming,Swimming Men's 400 metres Freestyle,Bronze
188,Gabriele Detti,M,21,184,79,Italy,2016,Swimming,"Swimming Men's 1,500 metres Freestyle",Bronze
188,Gabriele Detti,M,21,184,79,Italy,2016,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,NA
189,Alex Di Giorgio,M,26,185,75,Italy,2016,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,NA
190,Silvia Di Pietro,F,23,165,57,Italy,2016,Swimming,Swimming Women's 50 metres Freestyle,NA
190,Silvia Di Pietro,F,23,165,57,Italy,2016,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,NA
191,Christian Diener,M,23,182,82,Germany,2016,Swimming,Swimming Men's 200 metres Backstroke,NA
192,Stefanos Dimitriadis,M,26,189,82,Greece,2016,Swimming,Swimming Men's 200 metres Butterfly,NA
193,Dimitrios Dimitriou,M,19,179,72,Greece,2016,Swimming,Swimming Men's 400 metres Freestyle,NA
194,Shawn Erbelau Dingilius-Wallace,M,22,184,93,Palau,2016,Swimming,Swimming Men's 50 metres Freestyle,NA
195,"Madeline Jane ""Maya"" DiRado",F,23,175,65,United States,2016,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,Gold
195,"Madeline Jane ""Maya"" DiRado",F,23,175,65,United States,2016,Swimming,Swimming Women's 200 metres Backstroke,Gold
195,"Madeline Jane ""Maya"" DiRado",F,23,175,65,United States,2016,Swimming,Swimming Women's 200 metres Individual Medley,Bronze
195,"Madeline Jane ""Maya"" DiRado",F,23,175,65,United States,2016,Swimming,Swimming Women's 400 metres Individual Medley,Silver
196,Nicolas d'Oriano,M,19,175,68,France,2016,Swimming,"Swimming Men's 1,500 metres Freestyle",NA
197,Allan Lopes Mamdio do Carmo,M,27,174,73,Brazil,2016,Swimming,Swimming Men's 10 kilometres Open Water,NA
198,Dong Jie,F,17,170,62,China,2016,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,NA
199,Frantz Mike Itelord Dorsainvil,M,25,170,59,Haiti,2016,Swimming,Swimming Men's 50 metres Freestyle,NA
200,Luca Dotto,M,26,192,80,Italy,2016,Swimming,Swimming Men's 50 metres Freestyle,NA
200,Luca Dotto,M,26,192,80,Italy,2016,Swimming,Swimming Men's 100 metres Freestyle,NA
200,Luca Dotto,M,26,192,80,Italy,2016,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,NA
200,Luca Dotto,M,26,192,80,Italy,2016,Swimming,Swimming Men's 4 x 100 metres Medley Relay,NA
201,Anna Dowgiert,F,26,178,65,Poland,2016,Swimming,Swimming Women's 50 metres Freestyle,NA
201,Anna Dowgiert,F,26,178,65,Poland,2016,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,NA
202,Fiona Doyle,F,24,175,65,Ireland,2016,Swimming,Swimming Women's 100 metres Breaststroke,NA
202,Fiona Doyle,F,24,175,65,Ireland,2016,Swimming,Swimming Women's 200 metres Breaststroke,NA
203,Theodora Drakou,F,24,169,67,Greece,2016,Swimming,Swimming Women's 50 metres Freestyle,NA
204,Yevgeny Yuryevich Drattsev,M,33,180,74,Russia,2016,Swimming,Swimming Men's 10 kilometres Open Water,NA
205,Dion Christian Dreesens,M,23,195,88,Netherlands,2016,Swimming,Swimming Men's 200 metres Freestyle,NA
205,Dion Christian Dreesens,M,23,195,88,Netherlands,2016,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,NA
206,Caeleb Remel Dressel,M,19,191,86,United States,2016,Swimming,Swimming Men's 100 metres Freestyle,NA
206,Caeleb Remel Dressel,M,19,191,86,United States,2016,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Gold
206,Caeleb Remel Dressel,M,19,191,86,United States,2016,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Gold
207,Ilya Andreyevich Druzhinin,M,18,173,63,Russia,2016,Swimming,"Swimming Men's 1,500 metres Freestyle",NA
208,talo Manzine Amaral Duarte Garfalo,M,24,180,73,Brazil,2016,Swimming,Swimming Men's 50 metres Freestyle,NA
209,Damir Dugonji,M,28,202,105,Slovenia,2016,Swimming,Swimming Men's 100 metres Breaststroke,NA
210,Miguel Durn Navia,M,20,193,80,Spain,2016,Swimming,Swimming Men's 400 metres Freestyle,NA
210,Miguel Durn Navia,M,20,193,80,Spain,2016,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,NA
211,Conor James Dwyer,M,27,196,89,United States,2016,Swimming,Swimming Men's 200 metres Freestyle,Bronze
211,Conor James Dwyer,M,27,196,89,United States,2016,Swimming,Swimming Men's 400 metres Freestyle,NA
211,Conor James Dwyer,M,27,196,89,United States,2016,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Gold
212,Naito Ehara,M,23,172,59,Japan,2016,Swimming,Swimming Men's 400 metres Freestyle,NA
212,Naito Ehara,M,23,172,59,Japan,2016,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Bronze
213,Marwan Ahmed Aly Morsy El-Amrawy,M,21,194,93,Egypt,2016,Swimming,Swimming Men's 10 kilometres Open Water,NA
214,Marwan Mohamed Ismail Mohamed Aly El-Kamash,M,22,183,77,Egypt,2016,Swimming,Swimming Men's 200 metres Freestyle,NA
214,Marwan Mohamed Ismail Mohamed Aly El-Kamash,M,22,183,77,Egypt,2016,Swimming,Swimming Men's 400 metres Freestyle,NA
215,Brittany Joyce Elmslie,F,22,179,73,Australia,2016,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Gold
215,Brittany Joyce Elmslie,F,22,179,73,Australia,2016,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Silver
216,Esteban Jos Enderica Salgado,M,25,177,71,Ecuador,2016,Swimming,"Swimming Men's 1,500 metres Freestyle",NA
216,Esteban Jos Enderica Salgado,M,25,177,71,Ecuador,2016,Swimming,Swimming Men's 10 kilometres Open Water,NA
217,Douglas John Erasmus,M,26,182,78,South Africa,2016,Swimming,Swimming Men's 50 metres Freestyle,NA
218,Anthony Lee Ervin,M,35,191,80,United States,2016,Swimming,Swimming Men's 50 metres Freestyle,Gold
218,Anthony Lee Ervin,M,35,191,80,United States,2016,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Gold
219,Blair Catherine Evans,F,25,175,65,Australia,2016,Swimming,Swimming Women's 400 metres Individual Medley,NA
220,Joanna Evans,F,19,180,66,Bahamas,2016,Swimming,Swimming Women's 200 metres Freestyle,NA
220,Joanna Evans,F,19,180,66,Bahamas,2016,Swimming,Swimming Women's 400 metres Freestyle,NA
220,Joanna Evans,F,19,180,66,Bahamas,2016,Swimming,Swimming Women's 800 metres Freestyle,NA
221,Margaux Nicole Jeanne Aude Fabre,F,23,173,58,France,2016,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,NA
222,Mara Fernanda Far Nuez,F,18,163,57,Panama,2016,Swimming,Swimming Women's 200 metres Butterfly,NA
223,Farhan Salih Farhan,M,19,179,67,Bahrain,2016,Swimming,Swimming Men's 50 metres Freestyle,NA
224,"Eleanor Jane ""Ellie"" Faulkner",F,23,165,68,Great Britain,2016,Swimming,Swimming Women's 200 metres Freestyle,NA
225,"James ""Jimmy"" Feigen",M,26,196,98,United States,2016,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Gold
226,Erika Ferraioli,F,30,180,65,Italy,2016,Swimming,Swimming Women's 50 metres Freestyle,NA
226,Erika Ferraioli,F,30,180,65,Italy,2016,Swimming,Swimming Women's 100 metres Freestyle,NA
226,Erika Ferraioli,F,30,180,65,Italy,2016,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,NA
227,Christoph Fildebrandt,M,27,193,80,Germany,2016,Swimming,Swimming Men's 200 metres Freestyle,NA
227,Christoph Fildebrandt,M,27,193,80,Germany,2016,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,NA
228,Julian Fletcher,M,25,184,79,Bermuda,2016,Swimming,Swimming Men's 100 metres Breaststroke,NA
229,Hali Flickinger,F,22,168,52,United States,2016,Swimming,Swimming Women's 200 metres Butterfly,NA
230,Dvid Fldhzi,M,21,190,84,Hungary,2016,Swimming,Swimming Men's 200 metres Backstroke,NA
231,Amini Tuitavake Britteon Fonua,M,26,186,80,Tonga,2016,Swimming,Swimming Men's 100 metres Breaststroke,NA
232,Felipe Alves Frana da Silva,M,29,186,90,Brazil,2016,Swimming,Swimming Men's 100 metres Breaststroke,NA
232,Felipe Alves Frana da Silva,M,29,186,90,Brazil,2016,Swimming,Swimming Men's 4 x 100 metres Medley Relay,NA
233,Sara Franceschi,F,17,178,61,Italy,2016,Swimming,Swimming Women's 200 metres Individual Medley,NA
233,Sara Franceschi,F,17,178,61,Italy,2016,Swimming,Swimming Women's 400 metres Individual Medley,NA
234,"Melissa Jeanette ""Missy"" Franklin",F,21,188,77,United States,2016,Swimming,Swimming Women's 200 metres Freestyle,NA
234,"Melissa Jeanette ""Missy"" Franklin",F,21,188,77,United States,2016,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,Gold
234,"Melissa Jeanette ""Missy"" Franklin",F,21,188,77,United States,2016,Swimming,Swimming Women's 200 metres Backstroke,NA
235,Thomas William Fraser-Holmes,M,24,194,85,Australia,2016,Swimming,Swimming Men's 200 metres Freestyle,NA
235,Thomas William Fraser-Holmes,M,24,194,85,Australia,2016,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,NA
235,Thomas William Fraser-Holmes,M,24,194,85,Australia,2016,Swimming,Swimming Men's 400 metres Individual Medley,NA
236,Bruno Giuseppe Fratus,M,27,187,80,Brazil,2016,Swimming,Swimming Men's 50 metres Freestyle,NA
237,Lotte Friis,F,28,184,74,Denmark,2016,Swimming,Swimming Women's 400 metres Freestyle,NA
237,Lotte Friis,F,28,184,74,Denmark,2016,Swimming,Swimming Women's 800 metres Freestyle,NA
238,Serhiy Anatoliyovych Frolov,M,24,190,84,Ukraine,2016,Swimming,"Swimming Men's 1,500 metres Freestyle",NA
239,Fu Yuanhui,F,20,179,63,China,2016,Swimming,Swimming Women's 100 metres Backstroke,Bronze
239,Fu Yuanhui,F,20,179,63,China,2016,Swimming,Swimming Women's 4 x 100 metres Medley Relay,NA
240,Takuro Fujii,M,31,184,82,Japan,2016,Swimming,Swimming Men's 100 metres Butterfly,NA
240,Takuro Fujii,M,31,184,82,Japan,2016,Swimming,Swimming Men's 4 x 100 metres Medley Relay,NA
241,Hiromasa Fujimori,M,24,176,72,Japan,2016,Swimming,Swimming Men's 200 metres Individual Medley,NA
242,Colleen Furgeson,F,17,176,65,Marshall Islands,2016,Swimming,Swimming Women's 50 metres Freestyle,NA
243,Ftima Gallardo Carapeto,F,19,180,60,Spain,2016,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,NA
243,Ftima Gallardo Carapeto,F,19,180,60,Spain,2016,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,NA
244,Elisbet Gmez Matos,F,19,163,57,Cuba,2016,Swimming,Swimming Women's 200 metres Freestyle,NA
245,Heidi Gan,F,27,162,57,Malaysia,2016,Swimming,Swimming Women's 10 kilometres Open Water,NA
246,Vanessa Milagros Garca Vega,F,32,173,75,Puerto Rico,2016,Swimming,Swimming Women's 50 metres Freestyle,NA
247,Stina Karolina Gardell,F,26,172,70,Sweden,2016,Swimming,Swimming Women's 200 metres Individual Medley,NA
248,Hannibal David Gaskin,M,18,173,68,Guyana,2016,Swimming,Swimming Men's 100 metres Butterfly,NA
249,Helena Gasson,F,21,172,76,New Zealand,2016,Swimming,Swimming Women's 100 metres Butterfly,NA
249,Helena Gasson,F,21,172,76,New Zealand,2016,Swimming,Swimming Women's 200 metres Butterfly,NA
250,Bryl milie Paulette Gastaldello,F,21,176,66,France,2016,Swimming,Swimming Women's 100 metres Freestyle,NA
250,Bryl milie Paulette Gastaldello,F,21,176,66,France,2016,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,NA
250,Bryl milie Paulette Gastaldello,F,21,176,66,France,2016,Swimming,Swimming Women's 100 metres Butterfly,NA
250,Bryl milie Paulette Gastaldello,F,21,176,66,France,2016,Swimming,Swimming Women's 4 x 100 metres Medley Relay,NA
251,Ahmed Gebrel,M,25,180,73,Palestine,2016,Swimming,Swimming Men's 200 metres Freestyle,NA
252,Rahel Fseha Gebresilassie,F,20,160,55,Ethiopia,2016,Swimming,Swimming Women's 50 metres Freestyle,NA
253,Aleksandra Viktorovna Gerasimenya,F,30,175,60,Belarus,2016,Swimming,Swimming Women's 50 metres Freestyle,Bronze
253,Aleksandra Viktorovna Gerasimenya,F,30,175,60,Belarus,2016,Swimming,Swimming Women's 100 metres Freestyle,NA
254,"Spyridon ""Spyros"" Gianniotis",M,36,185,78,Greece,2016,Swimming,Swimming Men's 10 kilometres Open Water,Silver
255,Fabien Pierre Aurlien Dominique Gilot,M,32,193,85,France,2016,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Silver
256,Nomi Girardet,F,21,174,61,Switzerland,2016,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,NA
257,Jan-Philip Glania,M,27,194,90,Germany,2016,Swimming,Swimming Men's 100 metres Backstroke,NA
257,Jan-Philip Glania,M,27,194,90,Germany,2016,Swimming,Swimming Men's 200 metres Backstroke,NA
257,Jan-Philip Glania,M,27,194,90,Germany,2016,Swimming,Swimming Men's 4 x 100 metres Medley Relay,NA
258,Robert Andrei Glin,M,19,185,72,Romania,2016,Swimming,Swimming Men's 100 metres Backstroke,NA
258,Robert Andrei Glin,M,19,185,72,Romania,2016,Swimming,Swimming Men's 200 metres Backstroke,NA
259,Mads Glsner,M,27,191,81,Denmark,2016,Swimming,Swimming Men's 400 metres Freestyle,NA
260,Kristian Golomeev,M,23,202,95,Greece,2016,Swimming,Swimming Men's 50 metres Freestyle,NA
260,Kristian Golomeev,M,23,202,95,Greece,2016,Swimming,Swimming Men's 100 metres Freestyle,NA
260,Kristian Golomeev,M,23,202,95,Greece,2016,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,NA
260,Kristian Golomeev,M,23,202,95,Greece,2016,Swimming,Swimming Men's 4 x 100 metres Medley Relay,NA
261,Joo Luiz Gomes Jnior,M,30,190,89,Brazil,2016,Swimming,Swimming Men's 100 metres Breaststroke,NA
261,Joo Luiz Gomes Jnior,M,30,190,89,Brazil,2016,Swimming,Swimming Men's 4 x 100 metres Medley Relay,NA
262,Jonathan David Gmez Noriega,M,20,178,78,Colombia,2016,Swimming,Swimming Men's 200 metres Butterfly,NA
263,Hugo Gonzlez de Oliveira,M,17,192,82,Spain,2016,Swimming,Swimming Men's 100 metres Backstroke,NA
263,Hugo Gonzlez de Oliveira,M,17,192,82,Spain,2016,Swimming,Swimming Men's 200 metres Backstroke,NA
264,Marta Gonzlez Crivillers,F,21,181,73,Spain,2016,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,NA
265,Kennedy Goss,F,19,173,74,Canada,2016,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,Bronze
266,Ralph Goveia Assafrao,M,20,178,77,Zambia,2016,Swimming,Swimming Men's 100 metres Butterfly,NA
267,Federico Grabich,M,26,193,92,Argentina,2016,Swimming,Swimming Men's 50 metres Freestyle,NA
267,Federico Grabich,M,26,193,92,Argentina,2016,Swimming,Swimming Men's 100 metres Freestyle,NA
267,Federico Grabich,M,26,193,92,Argentina,2016,Swimming,Swimming Men's 200 metres Freestyle,NA
268,Lisa Graf,F,23,183,69,Germany,2016,Swimming,Swimming Women's 200 metres Backstroke,NA
269,Lara Grangeon,F,24,173,60,France,2016,Swimming,Swimming Women's 200 metres Butterfly,NA
269,Lara Grangeon,F,24,173,60,France,2016,Swimming,Swimming Women's 400 metres Individual Medley,NA
270,Santiago Grassi,M,19,187,82,Argentina,2016,Swimming,Swimming Men's 100 metres Butterfly,NA
271,Benjmin Grtz,M,20,183,75,Hungary,2016,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,NA
272,Andrey Vladimirovich Grechin,M,28,199,99,Russia,2016,Swimming,Swimming Men's 100 metres Freestyle,NA
272,Andrey Vladimirovich Grechin,M,28,199,99,Russia,2016,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,NA
273,Vanessa Grimberg,F,23,176,63,Germany,2016,Swimming,Swimming Women's 4 x 100 metres Medley Relay,NA
274,Madeline Groves,F,21,179,66,Australia,2016,Swimming,Swimming Women's 100 metres Butterfly,NA
274,Madeline Groves,F,21,179,66,Australia,2016,Swimming,Swimming Women's 200 metres Butterfly,Silver
274,Madeline Groves,F,21,179,66,Australia,2016,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Silver
275,Valerie Gruest Slowing,F,17,172,63,Guatemala,2016,Swimming,Swimming Women's 400 metres Freestyle,NA
275,Valerie Gruest Slowing,F,17,172,63,Guatemala,2016,Swimming,Swimming Women's 800 metres Freestyle,NA
276,Chelsea Lea Gubecka,F,17,162,62,Australia,2016,Swimming,Swimming Women's 10 kilometres Open Water,NA
277,Guilherme Augusto Guido,M,29,194,90,Brazil,2016,Swimming,Swimming Men's 100 metres Backstroke,NA
277,Guilherme Augusto Guido,M,29,194,90,Brazil,2016,Swimming,Swimming Men's 4 x 100 metres Medley Relay,NA
278,Viktoria Zeynep Gne,F,18,185,66,Turkey,2016,Swimming,Swimming Women's 100 metres Breaststroke,NA
278,Viktoria Zeynep Gne,F,18,185,66,Turkey,2016,Swimming,Swimming Women's 200 metres Breaststroke,NA
278,Viktoria Zeynep Gne,F,18,185,66,Turkey,2016,Swimming,Swimming Women's 400 metres Individual Medley,NA
279,Sean Michael Gunn,M,22,181,84,Zimbabwe,2016,Swimming,Swimming Men's 100 metres Freestyle,NA
280,Sirish Gurung,M,17,158,65,Nepal,2016,Swimming,Swimming Men's 100 metres Freestyle,NA
281,Eygl sk Gstafsdttir,F,21,187,82,Iceland,2016,Swimming,Swimming Women's 100 metres Backstroke,NA
281,Eygl sk Gstafsdttir,F,21,187,82,Iceland,2016,Swimming,Swimming Women's 200 metres Backstroke,NA
282,Allan Gutirrez Castro,M,22,178,79,Honduras,2016,Swimming,Swimming Men's 100 metres Butterfly,NA
283,Long Yuan Miguel Gutirrez Feng,M,21,190,85,Mexico,2016,Swimming,Swimming Men's 100 metres Butterfly,NA
284,James George Guy,M,20,187,83,Great Britain,2016,Swimming,Swimming Men's 200 metres Freestyle,NA
284,James George Guy,M,20,187,83,Great Britain,2016,Swimming,Swimming Men's 400 metres Freestyle,NA
284,James George Guy,M,20,187,83,Great Britain,2016,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Silver
284,James George Guy,M,20,187,83,Great Britain,2016,Swimming,Swimming Men's 100 metres Butterfly,NA
284,James George Guy,M,20,187,83,Great Britain,2016,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Silver
285,Rka Gyrgy,F,20,175,56,Hungary,2016,Swimming,Swimming Women's 200 metres Backstroke,NA
286,Dniel Gyurta,M,27,185,77,Hungary,2016,Swimming,Swimming Men's 100 metres Breaststroke,NA
286,Dniel Gyurta,M,27,185,77,Hungary,2016,Swimming,Swimming Men's 200 metres Breaststroke,NA
286,Dniel Gyurta,M,27,185,77,Hungary,2016,Swimming,Swimming Men's 4 x 100 metres Medley Relay,NA
287,Gergely Gyurta,M,24,178,72,Hungary,2016,Swimming,"Swimming Men's 1,500 metres Freestyle",NA
287,Gergely Gyurta,M,24,178,72,Hungary,2016,Swimming,Swimming Men's 400 metres Individual Medley,NA
288,Francis Townley Haas,M,19,196,84,United States,2016,Swimming,Swimming Men's 200 metres Freestyle,NA
288,Francis Townley Haas,M,19,196,84,United States,2016,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Gold
289,Robel Kiros Habte,M,24,176,81,Ethiopia,2016,Swimming,Swimming Men's 100 metres Freestyle,NA
